,timestamp,WALL_STREE.text_COUNT_pre_post1days:google,WALL_STREE.text_pre_post1days:google,date,news_list,news_count,sentiment
52,1487721600,0,[],21.02.2017 18:00:00,[],0,0
53,1487808000,0,[],22.02.2017 18:00:00,[],0,0
54,1487894400,0,[],23.02.2017 18:00:00,[],0,0
55,1487980800,0,[],24.02.2017 18:00:00,[],0,0
56,1488067200,0,[],25.02.2017 18:00:00,[],0,0
57,1488153600,0,[],26.02.2017 18:00:00,[],0,0
58,1488240000,0,[],27.02.2017 18:00:00,[],0,0
59,1488326400,0,[],28.02.2017 18:00:00,[],0,0
60,1488412800,1,['googles bet on web tv with youtube involves a much smaller wager than atts with directvheard on the street'],01.03.2017 18:00:00,['googles bet on web tv with youtube involves a much smaller wager than atts with directvheard on the street'],1,0
61,1488499200,0,[],02.03.2017 18:00:00,[],0,0
62,1488585600,0,[],03.03.2017 18:00:00,[],0,0
63,1488672000,0,[],04.03.2017 18:00:00,[],0,0
64,1488758400,0,[],05.03.2017 18:00:00,[],0,0
65,1488844800,0,[],06.03.2017 18:00:00,[],0,0
66,1488931200,0,[],07.03.2017 18:00:00,[],0,0
67,1489017600,0,[],08.03.2017 18:00:00,[],0,0
68,1489104000,0,[],09.03.2017 18:00:00,[],0,0
69,1489190400,1,['alphabets waymo asks court to halt ubers selfdriving car effort'],10.03.2017 18:00:00,['alphabets waymo asks court to halt ubers selfdriving car effort'],1,1
70,1489276800,0,[],11.03.2017 18:00:00,[],0,0
71,1489363200,0,[],12.03.2017 19:00:00,[],0,0
72,1489449600,1,['how the worlds largest muslim group is working with tech giants to take on fake news'],13.03.2017 19:00:00,['how the worlds largest muslim group is working with tech giants to take on fake news'],1,1
73,1489536000,0,[],14.03.2017 19:00:00,[],0,0
74,1489622400,1,['googles family link software offers new ways parents can control childrens internet use'],15.03.2017 19:00:00,['googles family link software offers new ways parents can control childrens internet use'],1,1
75,1489708800,0,[],16.03.2017 19:00:00,[],0,0
76,1489795200,1,['cmo today newsletter guardian pulls google ads adidas drops tv google home promo httponwsjcom2n5qzzvsign up '],17.03.2017 19:00:00,['cmo today newsletter guardian pulls google ads adidas drops tv google home promo httponwsjcom2n5qzzvsign up '],1,0
77,1489881600,0,[],18.03.2017 19:00:00,[],0,0
78,1489968000,1,['googles family link software offers new ways parents can control childrens internet use'],19.03.2017 19:00:00,['googles family link software offers new ways parents can control childrens internet use'],1,1
79,1490054400,0,[],20.03.2017 19:00:00,[],0,0
80,1490140800,1,['google is acting after a backlash over ads that displayed next to fake news or terrorist videos'],21.03.2017 19:00:00,['google is acting after a backlash over ads that displayed next to fake news or terrorist videos'],1,0
81,1490227200,0,[],22.03.2017 19:00:00,[],0,0
82,1490313600,1,"['big advertisers will likely return, but growth deceleration can still sting google: heard on the street']",23.03.2017 19:00:00,"['big advertisers will likely return, but growth deceleration can still sting google: heard on the street']",1,-1
83,1490400000,1,['googles youtube has continued showing brands ads with objectionable videos'],24.03.2017 19:00:00,['googles youtube has continued showing brands ads with objectionable videos'],1,0
84,1490486400,0,[],25.03.2017 19:00:00,[],0,0
85,1490572800,0,[],26.03.2017 19:00:00,[],0,0
86,1490659200,0,[],27.03.2017 19:00:00,[],0,0
87,1490745600,0,[],28.03.2017 19:00:00,[],0,0
88,1490832000,0,[],29.03.2017 19:00:00,[],0,0
89,1490918400,0,[],30.03.2017 19:00:00,[],0,0
90,1491004800,0,[],31.03.2017 19:00:00,[],0,0
91,1491091200,0,[],01.04.2017 19:00:00,[],0,0
92,1491177600,0,[],02.04.2017 19:00:00,[],0,0
93,1491264000,1,['google unveiled measures meant to help marketers track where advertisements appear across youtube'],03.04.2017 19:00:00,['google unveiled measures meant to help marketers track where advertisements appear across youtube'],1,0
94,1491350400,0,[],04.04.2017 19:00:00,[],0,0
95,1491436800,0,[],05.04.2017 19:00:00,[],0,0
96,1491523200,0,[],06.04.2017 19:00:00,[],0,0
97,1491609600,0,[],07.04.2017 19:00:00,[],0,0
98,1491696000,2,"['google pays women less than men, department of labor says', 'google pays female workers less than male counterparts, labor department says']",08.04.2017 19:00:00,"['google pays women less than men, department of labor says', 'google pays female workers less than male counterparts, labor department says']",2,0
99,1491782400,0,[],09.04.2017 19:00:00,[],0,0
100,1491868800,0,[],10.04.2017 19:00:00,[],0,0
101,1491955200,0,[],11.04.2017 19:00:00,[],0,0
102,1492041600,0,[],12.04.2017 19:00:00,[],0,0
103,1492128000,0,[],13.04.2017 19:00:00,[],0,0
104,1492214400,0,[],14.04.2017 19:00:00,[],0,0
105,1492300800,0,[],15.04.2017 19:00:00,[],0,0
106,1492387200,0,[],16.04.2017 19:00:00,[],0,0
107,1492473600,0,[],17.04.2017 19:00:00,[],0,0
108,1492560000,0,[],18.04.2017 19:00:00,[],0,0
109,1492646400,1,['google is planning to introduce an ad-blocking feature in the mobile and desktop versions  of chrome'],19.04.2017 19:00:00,['google is planning to introduce an ad-blocking feature in the mobile and desktop versions  of chrome'],1,0
110,1492732800,1,['online publishers are eyeing the impact on their businesses if google introduces an ad-blocking feature in chrome'],20.04.2017 19:00:00,['online publishers are eyeing the impact on their businesses if google introduces an ad-blocking feature in chrome'],1,0
111,1492819200,0,[],21.04.2017 19:00:00,[],0,0
112,1492905600,1,['alphabets waymo claims uber hid selfdriving technology from the court'],22.04.2017 19:00:00,['alphabets waymo claims uber hid selfdriving technology from the court'],1,1
113,1492992000,0,[],23.04.2017 19:00:00,[],0,0
114,1493078400,0,[],24.04.2017 19:00:00,[],0,0
115,1493164800,1,['google is changing its powerful search algorithm to downplay hoaxes and fake news'],25.04.2017 19:00:00,['google is changing its powerful search algorithm to downplay hoaxes and fake news'],1,1
116,1493251200,0,[],26.04.2017 19:00:00,[],0,0
117,1493337600,1,"['google parent alphabets first-quarter profit and revenue rose sharply, beating estimates']",27.04.2017 19:00:00,"['google parent alphabets first-quarter profit and revenue rose sharply, beating estimates']",1,1
118,1493424000,1,['amazon and alphabet race to join the 1000 club after strong earnings reports boost their shares'],28.04.2017 19:00:00,['amazon and alphabet race to join the 1000 club after strong earnings reports boost their shares'],1,1
119,1493510400,0,[],29.04.2017 19:00:00,[],0,0
120,1493596800,0,[],30.04.2017 19:00:00,[],0,0
121,1493683200,0,[],01.05.2017 19:00:00,[],0,0
122,1493769600,0,[],02.05.2017 19:00:00,[],0,0
123,1493856000,0,[],03.05.2017 19:00:00,[],0,0
124,1493942400,0,[],04.05.2017 19:00:00,[],0,0
125,1494028800,0,[],05.05.2017 19:00:00,[],0,0
126,1494115200,0,[],06.05.2017 19:00:00,[],0,0
127,1494201600,0,[],07.05.2017 19:00:00,[],0,0
128,1494288000,0,[],08.05.2017 19:00:00,[],0,0
129,1494374400,0,[],09.05.2017 19:00:00,[],0,0
130,1494460800,0,[],10.05.2017 19:00:00,[],0,0
131,1494547200,0,[],11.05.2017 19:00:00,[],0,0
132,1494633600,0,[],12.05.2017 19:00:00,[],0,0
133,1494720000,0,[],13.05.2017 19:00:00,[],0,0
134,1494806400,0,[],14.05.2017 19:00:00,[],0,0
135,1494892800,0,[],15.05.2017 19:00:00,[],0,0
136,1494979200,0,[],16.05.2017 19:00:00,[],0,0
137,1495065600,1,"['google doubles down on its bet on artificial intelligence, giving it more power in its products ']",17.05.2017 19:00:00,"['google doubles down on its bet on artificial intelligence, giving it more power in its products ']",1,1
138,1495152000,0,[],18.05.2017 19:00:00,[],0,0
139,1495238400,0,[],19.05.2017 19:00:00,[],0,0
140,1495324800,0,[],20.05.2017 19:00:00,[],0,0
141,1495411200,0,[],21.05.2017 19:00:00,[],0,0
142,1495497600,0,[],22.05.2017 19:00:00,[],0,0
143,1495584000,1,['a star google engineers side businesses triggered a war with uber'],23.05.2017 19:00:00,['a star google engineers side businesses triggered a war with uber'],1,0
144,1495670400,1,"['worlds richest money managers are duking it out with google, tech firms to hire data scientists ']",24.05.2017 19:00:00,"['worlds richest money managers are duking it out with google, tech firms to hire data scientists ']",1,1
145,1495756800,0,[],25.05.2017 19:00:00,[],0,0
146,1495843200,0,[],26.05.2017 19:00:00,[],0,0
147,1495929600,1,"['when a hedge fund battles google to hire the smartest quant, who wins? ']",27.05.2017 19:00:00,"['when a hedge fund battles google to hire the smartest quant, who wins? ']",1,0
148,1496016000,0,[],28.05.2017 19:00:00,[],0,0
149,1496102400,0,[],29.05.2017 19:00:00,[],0,0
150,1496188800,2,"['uber fired an executive key to a fight with google because he allegedly hadnt complied with court orders', 'want to get ahead subscribe to our living ambitiously podcast series apple httponwsjcom2rl2fde google ']",30.05.2017 19:00:00,"['uber fired an executive key to a fight with google because he allegedly hadnt complied with court orders', 'want to get ahead subscribe to our living ambitiously podcast series apple httponwsjcom2rl2fde google ']",2,0
151,1496275200,0,[],31.05.2017 19:00:00,[],0,0
152,1496361600,1,['google describes its ad blocker as a filter for ads that are bothersome to web users'],01.06.2017 19:00:00,['google describes its ad blocker as a filter for ads that are bothersome to web users'],1,0
153,1496448000,1,['amazon and alphabet has helped push the technology sector to the top of the stock markets leader board in 2017'],02.06.2017 19:00:00,['amazon and alphabet has helped push the technology sector to the top of the stock markets leader board in 2017'],1,1
154,1496534400,0,[],03.06.2017 19:00:00,[],0,0
155,1496620800,0,[],04.06.2017 19:00:00,[],0,0
156,1496707200,0,[],05.06.2017 19:00:00,[],0,0
157,1496793600,0,[],06.06.2017 19:00:00,[],0,0
158,1496880000,2,"['meet @300 entertainment, the google-backed independent label behind rappers @migos, @youngthug and @fettywap', 'correction whos behind migos young thug and fetty wap 300 entertainment a googlebacked independent label ']",07.06.2017 19:00:00,"['meet @300 entertainment, the google-backed independent label behind rappers @migos, @youngthug and @fettywap', 'correction whos behind migos young thug and fetty wap 300 entertainment a googlebacked independent label ']",2,1
159,1496966400,0,[],08.06.2017 19:00:00,[],0,0
160,1497052800,0,[],09.06.2017 19:00:00,[],0,0
161,1497139200,0,[],10.06.2017 19:00:00,[],0,0
162,1497225600,0,[],11.06.2017 19:00:00,[],0,0
163,1497312000,0,[],12.06.2017 19:00:00,[],0,0
164,1497398400,1,['alphabet is retiring its self-driving firefly as the waymo unit focuses on automating commercially available cars'],13.06.2017 19:00:00,['alphabet is retiring its self-driving firefly as the waymo unit focuses on automating commercially available cars'],1,-1
165,1497484800,1,"['opinion: uber and google face cultural challenges that have little to do with driverless cars, writes @holmanjenkins']",14.06.2017 19:00:00,"['opinion: uber and google face cultural challenges that have little to do with driverless cars, writes @holmanjenkins']",1,0
166,1497571200,0,[],15.06.2017 19:00:00,[],0,0
167,1497657600,1,['amazons bid for whole foods shows how a few tech giants are spreading their tentacles into unexpected industries'],16.06.2017 19:00:00,['amazons bid for whole foods shows how a few tech giants are spreading their tentacles into unexpected industries'],1,0
168,1497744000,0,[],17.06.2017 19:00:00,[],0,0
169,1497830400,0,[],18.06.2017 19:00:00,[],0,0
170,1497916800,0,[],19.06.2017 19:00:00,[],0,0
171,1498003200,0,[],20.06.2017 19:00:00,[],0,0
172,1498089600,0,[],21.06.2017 19:00:00,[],0,0
173,1498176000,0,[],22.06.2017 19:00:00,[],0,0
174,1498262400,0,[],23.06.2017 19:00:00,[],0,0
175,1498348800,2,"['google is facing government accusations that it underpays women', 'google to stop reading users emails to target ads']",24.06.2017 19:00:00,"['google is facing government accusations that it underpays women', 'google to stop reading users emails to target ads']",2,-1
176,1498435200,0,[],25.06.2017 19:00:00,[],0,0
177,1498521600,0,[],26.06.2017 19:00:00,[],0,0
178,1498608000,0,[],27.06.2017 19:00:00,[],0,0
179,1498694400,1,['googles rivals cheered the eus penalty but will it help them with growth'],28.06.2017 19:00:00,['googles rivals cheered the eus penalty but will it help them with growth'],1,-1
180,1498780800,1,"['facebook, google and civil-rights groups say a german law targeting illegal content would stifle freedom of speech']",29.06.2017 19:00:00,"['facebook, google and civil-rights groups say a german law targeting illegal content would stifle freedom of speech']",1,0
181,1498867200,0,[],30.06.2017 19:00:00,[],0,0
182,1498953600,0,[],01.07.2017 19:00:00,[],0,0
183,1499040000,1,"['finance, insurance firms move to nyc areas popular with tech stars such as google and facebook']",02.07.2017 19:00:00,"['finance, insurance firms move to nyc areas popular with tech stars such as google and facebook']",1,1
184,1499126400,0,[],03.07.2017 19:00:00,[],0,0
185,1499212800,0,[],04.07.2017 19:00:00,[],0,0
186,1499299200,0,[],05.07.2017 19:00:00,[],0,0
187,1499385600,0,[],06.07.2017 19:00:00,[],0,0
188,1499472000,0,[],07.07.2017 19:00:00,[],0,0
189,1499558400,0,[],08.07.2017 19:00:00,[],0,0
190,1499644800,0,[],09.07.2017 19:00:00,[],0,0
191,1499731200,3,"['opinion: antitrust laws are preventing news companies from competing against facebook and google, writes @newsceo', 'media outlets want to band together to tackle digital dominance of google, facebook', 'media outlets want to band together to take down digital dominance of google, facebook ']",10.07.2017 19:00:00,"['opinion: antitrust laws are preventing news companies from competing against facebook and google, writes @newsceo', 'media outlets want to band together to tackle digital dominance of google, facebook', 'media outlets want to band together to take down digital dominance of google, facebook ']",3,-1
192,1499817600,2,"['google pays professors who write academic papers favorable to its business practices', 'some professors who accept google stipends allow company to review papers before publication, emails show']",11.07.2017 19:00:00,"['google pays professors who write academic papers favorable to its business practices', 'some professors who accept google stipends allow company to review papers before publication, emails show']",2,1
193,1499904000,1,['googles 13 billion backtax bill is tossed out by french court'],12.07.2017 19:00:00,['googles 13 billion backtax bill is tossed out by french court'],1,1
194,1499990400,0,[],13.07.2017 19:00:00,[],0,0
195,1500076800,2,"['this google scientist is grappling with two essential problems in quantum computing', 'can the tech giants be stopped? --the saturday essay']",14.07.2017 19:00:00,"['this google scientist is grappling with two essential problems in quantum computing', 'can the tech giants be stopped? --the saturday essay']",2,0
196,1500163200,1,"['the rise of titans such as amazon, facebook and google requires far more scrutiny, warns @jonathantaplin_']",15.07.2017 19:00:00,"['the rise of titans such as amazon, facebook and google requires far more scrutiny, warns @jonathantaplin_']",1,1
197,1500249600,1,"['opinion: antitrust laws are preventing news companies from competing against facebook and google, writes @newsceo']",16.07.2017 19:00:00,"['opinion: antitrust laws are preventing news companies from competing against facebook and google, writes @newsceo']",1,1
198,1500336000,0,[],17.07.2017 19:00:00,[],0,0
199,1500422400,1,"['as it relaunches its head-worn computer glass, google is focusing on large, corporate customers']",18.07.2017 19:00:00,"['as it relaunches its head-worn computer glass, google is focusing on large, corporate customers']",1,1
200,1500508800,0,[],19.07.2017 19:00:00,[],0,0
201,1500595200,0,[],20.07.2017 19:00:00,[],0,0
202,1500681600,0,[],21.07.2017 19:00:00,[],0,0
203,1500768000,0,[],22.07.2017 19:00:00,[],0,0
204,1500854400,0,[],23.07.2017 19:00:00,[],0,0
205,1500940800,4,"['tech giant samsung has made its first foray into u_s_ pharmaceuticals with a drug to treat rheumatoid arthritis', 'google parent alphabet posts drop in quarterly profit on eu antitrust fine, though ad business continues to grow', 'google generates a lot of clicks but they arent freenor always cheap ', 'the impact of an advertising boycott on youtube by major brands could become clear alphabet reports results']",24.07.2017 19:00:00,"['tech giant samsung has made its first foray into u_s_ pharmaceuticals with a drug to treat rheumatoid arthritis', 'google parent alphabet posts drop in quarterly profit on eu antitrust fine, though ad business continues to grow', 'google generates a lot of clicks but they arent freenor always cheap ', 'the impact of an advertising boycott on youtube by major brands could become clear alphabet reports results']",4,-1
206,1501027200,0,[],25.07.2017 19:00:00,[],0,0
207,1501113600,0,[],26.07.2017 19:00:00,[],0,0
208,1501200000,0,[],27.07.2017 19:00:00,[],0,0
209,1501286400,0,[],28.07.2017 19:00:00,[],0,0
210,1501372800,0,[],29.07.2017 19:00:00,[],0,0
211,1501459200,0,[],30.07.2017 19:00:00,[],0,0
212,1501545600,1,['alphabet has developed plans to store power from renewable energy in hot salt and cold liquids'],31.07.2017 19:00:00,['alphabet has developed plans to store power from renewable energy in hot salt and cold liquids'],1,1
213,1501632000,0,[],01.08.2017 19:00:00,[],0,0
214,1501718400,0,[],02.08.2017 19:00:00,[],0,0
215,1501804800,1,['alphabet accuses anthony levandowski of launching competing startups_ larry page enlisted him for his side project_'],03.08.2017 19:00:00,['alphabet accuses anthony levandowski of launching competing startups_ larry page enlisted him for his side project_'],1,0
216,1501891200,1,['google is developing technology for snapchat-like media content'],04.08.2017 19:00:00,['google is developing technology for snapchat-like media content'],1,1
217,1501977600,0,[],05.08.2017 19:00:00,[],0,0
218,1502064000,1,['backlash over an employees viral memo draws response from googles diversity chief'],06.08.2017 19:00:00,['backlash over an employees viral memo draws response from googles diversity chief'],1,0
219,1502150400,0,[],07.08.2017 19:00:00,[],0,0
220,1502236800,1,['googles ceo says an employee who criticized diversity initiatives violated company policy_ he was fired_'],08.08.2017 19:00:00,['googles ceo says an employee who criticized diversity initiatives violated company policy_ he was fired_'],1,0
221,1502323200,0,[],09.08.2017 19:00:00,[],0,0
222,1502409600,1,"['google cancels a companywide meeting about diversity, citing safety concerns for employees']",10.08.2017 19:00:00,"['google cancels a companywide meeting about diversity, citing safety concerns for employees']",1,0
223,1502496000,1,"['why i was fired by google, by james damore']",11.08.2017 19:00:00,"['why i was fired by google, by james damore']",1,0
224,1502582400,0,[],12.08.2017 19:00:00,[],0,0
225,1502668800,0,[],13.08.2017 19:00:00,[],0,0
226,1502755200,1,['google cancels neo-nazi website daily stormers registration'],14.08.2017 19:00:00,['google cancels neo-nazi website daily stormers registration'],1,0
227,1502841600,0,[],15.08.2017 19:00:00,[],0,0
228,1502928000,0,[],16.08.2017 19:00:00,[],0,0
229,1503014400,0,[],17.08.2017 19:00:00,[],0,0
230,1503100800,0,[],18.08.2017 19:00:00,[],0,0
231,1503187200,1,['google is testing changes to its firstclickfree policy'],19.08.2017 19:00:00,['google is testing changes to its firstclickfree policy'],1,0
232,1503273600,0,[],20.08.2017 19:00:00,[],0,0
233,1503360000,0,[],21.08.2017 19:00:00,[],0,0
234,1503446400,0,[],22.08.2017 19:00:00,[],0,0
235,1503532800,0,[],23.08.2017 19:00:00,[],0,0
236,1503619200,0,[],24.08.2017 19:00:00,[],0,0
237,1503705600,1,['google to issue refunds to advertisers whose ads ran on sites with bogus traffic'],25.08.2017 19:00:00,['google to issue refunds to advertisers whose ads ran on sites with bogus traffic'],1,0
238,1503792000,0,[],26.08.2017 19:00:00,[],0,0
239,1503878400,0,[],27.08.2017 19:00:00,[],0,0
240,1503964800,0,[],28.08.2017 19:00:00,[],0,0
241,1504051200,2,"['as apple tv launch nears, the tech giant is scrambling to strike deals for ultra-hd movies', 'google outlines plans to follow eu order on comparison-shopping search results']",29.08.2017 19:00:00,"['as apple tv launch nears, the tech giant is scrambling to strike deals for ultra-hd movies', 'google outlines plans to follow eu order on comparison-shopping search results']",2,-1
242,1504137600,0,[],30.08.2017 19:00:00,[],0,0
243,1504224000,0,[],31.08.2017 19:00:00,[],0,0
244,1504310400,0,[],01.09.2017 19:00:00,[],0,0
245,1504396800,0,[],02.09.2017 19:00:00,[],0,0
246,1504483200,0,[],03.09.2017 19:00:00,[],0,0
247,1504569600,1,"['googles ai business is on a hiring spree in, of all places, china']",04.09.2017 19:00:00,"['googles ai business is on a hiring spree in, of all places, china']",1,1
248,1504656000,0,[],05.09.2017 19:00:00,[],0,0
249,1504742400,0,[],06.09.2017 19:00:00,[],0,0
250,1504828800,0,[],07.09.2017 19:00:00,[],0,0
251,1504915200,0,[],08.09.2017 19:00:00,[],0,0
252,1505001600,0,[],09.09.2017 19:00:00,[],0,0
253,1505088000,0,[],10.09.2017 19:00:00,[],0,0
254,1505174400,3,"['yelp alleges that google is breaking a promise it made not to scrape content from certain third-party sites', 'google wants to build self-driving cars_ its john krafciks job to teach them to speak detroit_ ', 'at alphabet, john krafcik is charged with schooling silicon valley in the ways of detroit']",11.09.2017 19:00:00,"['yelp alleges that google is breaking a promise it made not to scrape content from certain third-party sites', 'google wants to build self-driving cars_ its john krafciks job to teach them to speak detroit_ ', 'at alphabet, john krafcik is charged with schooling silicon valley in the ways of detroit']",3,1
255,1505260800,0,[],12.09.2017 19:00:00,[],0,0
256,1505347200,0,[],13.09.2017 19:00:00,[],0,0
257,1505433600,0,[],14.09.2017 19:00:00,[],0,0
258,1505520000,1,['gab sues google over removal from app store'],15.09.2017 19:00:00,['gab sues google over removal from app store'],1,-1
259,1505606400,1,['the eu is seeking to modernize corporate tax-rules for companies like alphabet and facebook'],16.09.2017 19:00:00,['the eu is seeking to modernize corporate tax-rules for companies like alphabet and facebook'],1,-1
260,1505692800,0,[],17.09.2017 19:00:00,[],0,0
261,1505779200,1,"['india will leapfrog countries like europe and the u_s_ in adopting mobile payments, says a google senior executive']",18.09.2017 19:00:00,"['india will leapfrog countries like europe and the u_s_ in adopting mobile payments, says a google senior executive']",1,1
262,1505865600,0,[],19.09.2017 19:00:00,[],0,0
263,1505952000,1,"['googles parent will buy part of struggling htc, the taiwanese firm that makes the tech giants high-end pixel phone']",20.09.2017 19:00:00,"['googles parent will buy part of struggling htc, the taiwanese firm that makes the tech giants high-end pixel phone']",1,1
264,1506038400,1,['google says says several major online ad exchanges have agreed to cooperate with the refunds'],21.09.2017 19:00:00,['google says says several major online ad exchanges have agreed to cooperate with the refunds'],1,0
265,1506124800,0,[],22.09.2017 19:00:00,[],0,0
266,1506211200,0,[],23.09.2017 19:00:00,[],0,0
267,1506297600,0,[],24.09.2017 19:00:00,[],0,0
268,1506384000,0,[],25.09.2017 19:00:00,[],0,0
269,1506470400,0,[],26.09.2017 19:00:00,[],0,0
270,1506556800,0,[],27.09.2017 19:00:00,[],0,0
271,1506643200,0,[],28.09.2017 19:00:00,[],0,0
272,1506729600,1,['google conducts probe to determine whether russian-linked entities used its services to manipulate u_s_ voters'],29.09.2017 19:00:00,['google conducts probe to determine whether russian-linked entities used its services to manipulate u_s_ voters'],1,1
273,1506816000,0,[],30.09.2017 19:00:00,[],0,0
274,1506902400,0,[],01.10.2017 19:00:00,[],0,0
275,1506988800,1,['google and facebook displayed false information in the wake of the las vegas shooting '],02.10.2017 19:00:00,['google and facebook displayed false information in the wake of the las vegas shooting '],1,-1
276,1507075200,0,[],03.10.2017 19:00:00,[],0,0
277,1507161600,2,"['in toronto, google-parent alphabet plans its first major foray into the creation of high-tech urban space', 'google unveils the second generation of its line of hardware devices, touting tech upgrades and sleeker designs']",04.10.2017 19:00:00,"['in toronto, google-parent alphabet plans its first major foray into the creation of high-tech urban space', 'google unveils the second generation of its line of hardware devices, touting tech upgrades and sleeker designs']",2,1
278,1507248000,0,[],05.10.2017 19:00:00,[],0,0
279,1507334400,0,[],06.10.2017 19:00:00,[],0,0
280,1507420800,1,['google parent gets fcc approval to bring wireless service to puerto rico using giant balloons'],07.10.2017 19:00:00,['google parent gets fcc approval to bring wireless service to puerto rico using giant balloons'],1,1
281,1507507200,0,[],08.10.2017 19:00:00,[],0,0
282,1507593600,1,['google finds russian-linked entities bought ads related to u_s_ politics on its platforms during 2016 election'],09.10.2017 19:00:00,['google finds russian-linked entities bought ads related to u_s_ politics on its platforms during 2016 election'],1,0
283,1507680000,0,[],10.10.2017 19:00:00,[],0,0
284,1507766400,1,['correction can mapbox take on google maps softbank is leading a 164 million bet that it can'],11.10.2017 19:00:00,['correction can mapbox take on google maps softbank is leading a 164 million bet that it can'],1,1
285,1507852800,0,[],12.10.2017 19:00:00,[],0,0
286,1507939200,0,[],13.10.2017 19:00:00,[],0,0
287,1508025600,0,[],14.10.2017 19:00:00,[],0,0
288,1508112000,0,[],15.10.2017 19:00:00,[],0,0
289,1508198400,0,[],16.10.2017 19:00:00,[],0,0
290,1508284800,2,"['a shift in strategy puts general motors in competition with tech giants pursuing autonomous cars', 'barry diller foresees regulation for tech giants: the dominant companies do not have fundamental competition_']",17.10.2017 19:00:00,"['a shift in strategy puts general motors in competition with tech giants pursuing autonomous cars', 'barry diller foresees regulation for tech giants: the dominant companies do not have fundamental competition_']",2,-1
291,1508371200,0,[],18.10.2017 19:00:00,[],0,0
